id,user_id
1665858,122526.0
1665855,122526.0
1665853,122526.0
1665850,122357.0
1665849,122526.0
1665817,122525.0
1665813,90632.0
1665768,122525.0
1665743,83626.0
1665729,122523.0
1665678,122522.0
1665675,122522.0
1665624,122517.0
1665620,122517.0
1665617,122517.0
1665616,122517.0
1665605,122516.0
1665601,122516.0
1665599,83398.0
1665595,122515.0
1665570,96090.0
1665527,122515.0
1665502,55262.0
1665497,121374.0
1665465,122515.0
1665462,122515.0
1665399,122510.0
1665397,117193.0
1665393,122510.0
1665391,122510.0
1665388,122510.0
1665385,122510.0
1665371,122510.0
1665367,122510.0
1665364,122509.0
1665359,122510.0
1665356,121374.0
1665350,122509.0
1665349,122509.0
1665348,122506.0
1665345,122506.0
1665342,122509.0
1665340,54092.0
1665338,122506.0
1665334,55262.0
1665331,122449.0
1665323,122504.0
1665322,113516.0
1665316,122506.0
1665311,122505.0
1665310,119538.0
1665308,122504.0
1665306,119538.0
1665304,122505.0
1665300,113516.0
1665298,122505.0
1665277,96120.0
1665276,122504.0
1665273,122498.0
1665262,122505.0
1665254,122497.0
1665248,122504.0
1665244,122504.0
1665243,113516.0
1665241,122498.0
1665234,122504.0
1665226,122504.0
1665223,122498.0
1665221,122503.0
1665220,122503.0
1665217,122503.0
1665216,122503.0
1665202,122497.0
1665200,122497.0
1665197,122503.0
1665196,122497.0
1665191,122497.0
1665189,13986.0
1665187,122503.0
1665185,122503.0
1665174,122503.0
1665171,122503.0
1665167,122502.0
1665163,122502.0
1665150,17509.0
1665135,122500.0
1665131,122497.0
1665129,122497.0
1665123,122497.0
1665122,122500.0
1665120,122497.0
1665117,122500.0
1665116,122497.0
1665115,122497.0
1665113,122497.0
1665110,122497.0
1665106,122492.0
1665083,17509.0
1665081,17509.0
1665073,122492.0
1665072,19423.0
1665069,122492.0
1665068,122492.0
1665058,95325.0
1665050,21280.0
1665045,122492.0
1665044,122492.0
1665025,86631.0
1665021,122492.0
1665018,122492.0
1665017,122496.0
1665016,122496.0
1665015,122492.0
1665014,122496.0
1665013,122496.0
1665012,122492.0
1665009,122492.0
1665008,122492.0
1665005,122492.0
1665002,122492.0
1664999,122496.0
1664989,17509.0
1664987,95721.0
1664965,92710.0
1664956,96248.0
1664924,86714.0
1664912,110409.0
1664911,110409.0
1664897,94355.0
1664889,122492.0
1664888,122492.0
1664885,85851.0
1664880,85851.0
1664876,122492.0
1664865,85851.0
1664846,122491.0
1664845,122490.0
1664808,122488.0
1664748,17509.0
1664670,92571.0
1664653,122484.0
1664650,53982.0
1664648,122483.0
1664644,122484.0
1664641,122483.0
1664637,122484.0
1664636,122483.0
1664633,122483.0
1664631,21678.0
1664630,122483.0
1664627,122483.0
1664625,122483.0
1664622,122483.0
1664616,122483.0
1664614,122483.0
1664611,122483.0
1664583,91654.0
1664568,21678.0
1664565,92571.0
1664556,122482.0
1664551,111625.0
1664546,85283.0
1664545,85283.0
1664531,110941.0
1664503,90050.0
1664475,16444.0
1664469,28989.0
1664463,86730.0
1664423,92710.0
1664415,122469.0
1664408,122469.0
1664385,92635.0
1664380,95349.0
1664375,122468.0
1664352,122467.0
1664351,122467.0
1664254,122197.0
1664253,122197.0
1664252,122197.0
1664251,122197.0
1664245,122465.0
1664243,122465.0
1664219,122465.0
1664218,122465.0
1664114,55262.0
1664103,122414.0
1664070,122449.0
1664068,122449.0
1664023,122462.0
1664020,122462.0
1664014,122430.0
1664011,122430.0
1664009,122430.0
1664008,122430.0
1663913,122456.0
1663831,122452.0
1663826,122452.0
1663825,122452.0
1663823,122452.0
1663690,122449.0
1663682,122450.0
1663677,122449.0
1663660,122448.0
1663658,122448.0
1663654,122448.0
1663650,122448.0
1663649,122448.0
1663647,122448.0
1663621,121112.0
1663617,121112.0
1663615,121112.0
1663563,122444.0
1663538,55262.0
1663535,122437.0
1663477,122442.0
1663471,122442.0
1663462,122429.0
1663460,122440.0
1663459,122440.0
1663455,122429.0
1663451,122429.0
1663444,122441.0
1663443,122429.0
1663440,122441.0
1663435,122429.0
1663425,122429.0
1663419,122440.0
1663409,122429.0
1663398,122429.0
1663381,122438.0
1663377,122438.0
1663376,122438.0
1663374,122415.0
1663347,122437.0
1663323,122437.0
1663307,122429.0
1663306,122429.0
1663305,122437.0
1663304,122435.0
1663303,122429.0
1663302,122429.0
1663299,122430.0
1663293,122429.0
1663288,122429.0
1663287,122429.0
1663274,122429.0
1663271,122429.0
1663265,122429.0
1663256,122429.0
1663255,122429.0
1663254,122429.0
1663253,122430.0
1663252,122430.0
1663251,122429.0
1663250,122433.0
1663248,122430.0
1663247,122430.0
1663244,122430.0
1663243,122430.0
1663242,122429.0
1663241,122430.0
1663234,122429.0
1663228,122430.0
1663214,122430.0
1663213,122429.0
1663212,122429.0
1663194,122429.0
1663191,121068.0
1663157,122415.0
1663152,122428.0
1663150,122428.0
1663141,122427.0
1663140,122427.0
1663139,122427.0
1663126,122426.0
1663123,122426.0
1663089,122321.0
1663087,116311.0
1663084,116311.0
1663082,116311.0
1663081,116311.0
1663077,116311.0
1663076,116311.0
1663075,116311.0
1663073,116311.0
1663072,116311.0
1663071,116311.0
1663069,116311.0
1663068,116311.0
1663061,116311.0
1663059,116311.0
1663058,116311.0
1663057,116311.0
1663056,122321.0
1663021,122425.0
1663016,122425.0
1663010,122425.0
1663009,122425.0
1662924,121237.0
1662922,121237.0
1662918,121237.0
1662915,121237.0
1662914,121237.0
1662910,121237.0
1662902,121237.0
1662901,121237.0
1662896,121237.0
1662892,121237.0
1662891,121237.0
1662801,106498.0
1662798,106498.0
1662796,106498.0
1662793,106498.0
1662790,106498.0
1662786,122421.0
1662785,122421.0
1662781,122421.0
1662775,122420.0
1662684,122415.0
1662679,122415.0
1662660,122414.0
1662656,122418.0
1662641,122417.0
1662640,122416.0
1662639,122416.0
1662637,122416.0
1662634,122416.0
1662631,122416.0
1662625,122417.0
1662622,122416.0
1662619,122415.0
1662615,122415.0
1662614,122415.0
1662597,122414.0
1662548,122411.0
1662522,122411.0
1662517,122411.0
1662513,122411.0
1662511,122411.0
1662510,122411.0
1662508,122411.0
1662498,122409.0
1662494,122409.0
1662371,122357.0
1662365,122357.0
1662361,122357.0
1662359,122357.0
1662358,122357.0
1662324,115112.0
1662319,115112.0
1662318,115112.0
1662303,122402.0
1662300,122402.0
1662295,122403.0
1662293,122403.0
1662292,122403.0
1662291,122403.0
1662289,122403.0
1662288,122403.0
1662286,122403.0
1662285,122403.0
1662284,122402.0
1662283,122403.0
1662282,122402.0
1662272,122402.0
1662247,121767.0
1662245,121767.0
1662243,121767.0
1662240,122400.0
1662239,122399.0
1662226,122399.0
1662225,122399.0
1662184,87683.0
1662180,87683.0
1662179,87683.0
1662178,87683.0
1662177,87683.0
1662175,87683.0
1662174,87683.0
1662173,87683.0
1662093,1244.0
1662088,122393.0
1662087,122393.0
1662086,122393.0
1662080,122393.0
1662075,111625.0
1662072,55262.0
1662028,122392.0
1662017,122391.0
1662015,122391.0
1661962,95682.0
1661948,122386.0
1661947,122386.0
1661946,122386.0
1661943,122386.0
1661934,122386.0
1661933,122386.0
1661930,122386.0
1661926,122386.0
1661924,15638.0
1661922,122386.0
1661896,122386.0
1661820,101599.0
1661819,122384.0
1661816,79242.0
1661800,122064.0
1661795,122377.0
1661794,122377.0
1661789,122333.0
1661783,122382.0
1661737,122377.0
1661735,122377.0
1661730,111625.0
1661681,122375.0
1661680,122375.0
1661678,122375.0
1661615,122373.0
1661614,122373.0
1661613,122373.0
1661612,122373.0
1661610,122373.0
1661416,122367.0
1661342,122357.0
1661340,122357.0
1661337,122363.0
1661336,122363.0
1661326,122228.0
1661317,122228.0
1661316,122228.0
1661314,122228.0
1661312,122228.0
1661311,122360.0
1661310,122228.0
1661309,122228.0
1661308,122228.0
1661307,122228.0
1661304,122360.0
1661261,100016.0
1661259,100016.0
1661238,122357.0
1661237,122357.0
1661234,122357.0
1661197,111118.0
1661194,122354.0
1661191,122354.0
1661041,122343.0
1661040,122343.0
1661039,122343.0
1661037,122343.0
1661036,122342.0
1661035,122342.0
1661034,122342.0
1661033,122342.0
1661032,122343.0
1661031,122342.0
1661030,122342.0
1661028,122342.0
1661025,122342.0
1661022,95682.0
1661016,122340.0
1661007,122340.0
1661003,122340.0
1661002,122340.0
1660998,122340.0
1660878,122337.0
1660870,122337.0
1660854,122337.0
1660765,53982.0
1660758,53982.0
1660757,53982.0
1660750,119993.0
1660742,122334.0
1660739,122334.0
1660736,122334.0
1660733,122334.0
1660730,122298.0
1660728,122334.0
1660725,122298.0
1660641,122332.0
1660640,119993.0
1660615,122331.0
1660613,122331.0
1660612,122330.0
1660609,122330.0
1660560,122314.0
1660542,15706.0
1660521,122221.0
1660502,122323.0
1660498,122321.0
1660495,9449.0
1660475,119993.0
1660466,119993.0
1660458,122030.0
1660453,95682.0
1660410,122317.0
1660408,122317.0
1660399,122317.0
1660398,122317.0
1660394,122317.0
1660389,103140.0
1660382,122315.0
1660380,122315.0
1660379,122315.0
1660376,95682.0
1660373,122314.0
1660362,95682.0
1660359,95682.0
1660351,95682.0
1660350,95682.0
1660349,95682.0
1660348,95682.0
1660345,122311.0
1660342,122311.0
1660341,95682.0
1660340,115063.0
1660339,122311.0
1660335,122311.0
1660326,21678.0
1660325,122310.0
1660285,122306.0
1660275,122306.0
1660255,53982.0
1660252,9449.0
1660230,122303.0
1660225,122303.0
1660224,122303.0
1660222,122303.0
1660219,122303.0
1660218,122303.0
1660217,122304.0
1660210,122163.0
1660206,95682.0
1660205,95682.0
1660201,122303.0
1660200,122303.0
1660199,122303.0
1660197,122303.0
1660186,122303.0
1660143,122302.0
1660128,9449.0
1660055,122299.0
1660054,122299.0
1660051,122299.0
1660049,122299.0
1660044,122299.0
1660035,122299.0
1660033,122299.0
1660032,122270.0
1660025,95880.0
1660023,122299.0
1660022,122299.0
1660019,122299.0
1660017,122299.0
1660015,122299.0
1660013,55262.0
1660012,122299.0
1660011,122299.0
1660009,55262.0
1660008,122299.0
1660007,122299.0
1660005,122299.0
1660004,122299.0
1660002,122299.0
1660001,122299.0
1659999,122299.0
1659998,122299.0
1659995,122299.0
1659994,9449.0
1659993,122299.0
1659992,9449.0
1659991,122299.0
1659989,122299.0
1659988,122270.0
1659987,9449.0
1659983,122299.0
1659981,9449.0
1659980,9449.0
1659972,122299.0
1659965,122298.0
1659962,122298.0
1659957,122298.0
1659954,122298.0
1659951,122298.0
1659948,122298.0
1659947,122298.0
1659930,122296.0
1659889,117716.0
1659880,117716.0
1659879,117716.0
1659878,117716.0
1659869,117716.0
1659866,117716.0
1659864,117716.0
1659863,77959.0
1659861,117716.0
1659859,117716.0
1659855,117716.0
1659853,117716.0
1659852,117716.0
1659851,117716.0
1659850,117716.0
1659849,117716.0
1659848,118401.0
1659843,118401.0
1659834,118401.0
1659831,117716.0
1659828,117716.0
1659799,117716.0
1659789,117716.0
1659782,122291.0
1659777,122291.0
1659765,17509.0
1659758,122288.0
1659738,122287.0
1659736,122287.0
1659726,122286.0
1659713,121764.0
1659660,97018.0
1659624,120143.0
1659623,120143.0
1659615,120143.0
1659584,122281.0
1659582,122281.0
1659579,122281.0
1659578,122257.0
1659577,122257.0
1659576,122281.0
1659574,122257.0
1659568,122257.0
1659565,122280.0
1659564,122257.0
1659563,122257.0
1659558,112924.0
1659556,112924.0
1659555,122257.0
1659553,122257.0
1659550,122257.0
1659546,122257.0
1659541,122257.0
1659537,122257.0
1659518,122273.0
1659509,122257.0
1659508,122257.0
1659504,122257.0
1659502,122257.0
1659494,122257.0
1659477,122257.0
1659465,122274.0
1659447,85949.0
1659443,122274.0
1659439,122273.0
1659438,122274.0
1659437,122273.0
1659436,111625.0
1659435,111625.0
1659420,122270.0
1659419,122270.0
1659418,122270.0
1659417,122272.0
1659416,122270.0
1659415,122270.0
1659413,122272.0
1659409,122270.0
1659404,111625.0
1659389,122269.0
1659385,122270.0
1659380,122270.0
1659357,53982.0
1659355,122267.0
1659354,53982.0
1659351,53982.0
1659288,88669.0
1659284,111118.0
1659274,83850.0
1659271,111118.0
1659268,111118.0
1659264,59823.0
1659239,121828.0
1659236,121828.0
1659196,122184.0
1659195,122184.0
1659176,115086.0
1659164,122257.0
1659163,122257.0
1659162,122257.0
1659159,122257.0
1659155,122257.0
1659146,122257.0
1659135,122254.0
1659108,122254.0
1659090,87927.0
1659051,15087.0
1659040,122248.0
1659039,122248.0
1659036,122248.0
1659034,92674.0
1659009,97018.0
1658980,16973.0
1658975,16973.0
1658938,9449.0
1658925,87399.0
1658924,91620.0
1658920,122245.0
1658917,122223.0
1658901,122248.0
1658889,89325.0
1658886,122223.0
1658868,122223.0
1658865,122245.0
1658863,121874.0
1658830,9449.0
1658828,122223.0
1658802,9449.0
1658797,91748.0
1658783,89288.0
1658769,16400.0
1658713,15091.0
1658698,108953.0
1658688,122234.0
1658687,85873.0
1658686,85873.0
1658684,85873.0
1658682,122234.0
1658681,122234.0
1658675,122234.0
1658662,122233.0
1658660,122233.0
1658655,53982.0
1658652,53982.0
1658651,53982.0
1658650,53982.0
1658630,92674.0
1658594,90027.0
1658574,94428.0
1658561,122226.0
1658558,122226.0
1658544,49792.0
1658537,16673.0
1658533,92635.0
1658527,122228.0
1658519,97018.0
1658515,98716.0
1658514,122226.0
1658511,122226.0
1658508,122227.0
1658502,122225.0
1658499,90632.0
1658498,122227.0
1658495,15516.0
1658489,122225.0
1658480,122226.0
1658470,122225.0
1658469,122226.0
1658467,91019.0
1658453,109046.0
1658445,85482.0
1658441,16973.0
1658433,92674.0
1658432,92674.0
1658413,91350.0
1658403,122223.0
1658384,79098.0
1658321,95721.0
1658315,9449.0
1658306,92674.0
1658304,92703.0
1658301,92674.0
1658284,92703.0
1658273,89325.0
1658251,92710.0
1658248,15102.0
1658239,16823.0
1658236,17509.0
1658235,16367.0
1658226,122221.0
1658225,122221.0
1658224,122221.0
1658221,122221.0
1658220,122221.0
1658219,122221.0
1658217,122221.0
1658216,122221.0
1658214,122221.0
1658213,122221.0
1658169,119019.0
1658115,121828.0
1658114,122218.0
1658108,122218.0
1658084,28552.0
1658083,28552.0
1658078,28552.0
1658061,122214.0
1658051,122214.0
1658045,122191.0
1658015,122212.0
1658014,122212.0
1658013,122212.0
1658012,122212.0
1658006,122011.0
1658002,122011.0
1657958,122210.0
1657941,121874.0
1657938,121874.0
1657932,121874.0
1657930,122204.0
1657923,122209.0
1657921,122209.0
1657920,122209.0
1657919,122209.0
1657918,122209.0
1657917,122209.0
1657914,122209.0
1657891,121874.0
1657888,121874.0
1657874,121874.0
1657826,122204.0
1657818,9449.0
1657817,121874.0
1657816,119725.0
1657810,119725.0
1657807,119725.0
1657806,119725.0
1657799,111625.0
1657768,122201.0
1657753,122204.0
1657752,122204.0
1657749,122204.0
1657743,122011.0
1657728,122011.0
1657726,122201.0
1657725,122201.0
1657724,122201.0
1657722,122011.0
1657721,122201.0
1657719,122201.0
1657713,122201.0
1657616,122198.0
1657613,122199.0
1657605,122199.0
1657585,122197.0
1657584,122197.0
1657583,122197.0
1657576,122197.0
1657548,122119.0
1657500,122192.0
1657493,122192.0
1657486,122191.0
1657482,122191.0
1657478,122191.0
1657408,122187.0
1657406,122186.0
1657395,122184.0
1657325,120119.0
1657300,122181.0
1657295,122179.0
1657292,122180.0
1657224,122173.0
1657199,122173.0
1657184,117723.0
1657173,117723.0
1657172,122171.0
1657171,117723.0
1657169,122171.0
1657144,122168.0
1657116,122163.0
1657102,9449.0
1657097,122163.0
1657082,122163.0
1657080,122163.0
1657071,122163.0
1656958,122161.0
1656926,106498.0
1656922,106498.0
1656920,106498.0
1656919,106498.0
1656918,106498.0
1656912,106498.0
1656901,122049.0
1656898,122158.0
1656897,122158.0
1656896,122158.0
1656894,122158.0
1656892,122158.0
1656873,122154.0
1656867,122155.0
1656866,122154.0
1656865,122155.0
1656811,9449.0
1656805,9449.0
1656792,9449.0
1656777,122151.0
1656754,7921.0
1656751,7921.0
1656745,121188.0
1656719,119744.0
1656717,122083.0
1656714,122147.0
1656703,122147.0
1656695,122146.0
1656694,122146.0
1656691,55700.0
1656689,105428.0
1656681,85345.0
1656679,105428.0
1656676,55700.0
1656669,55700.0
1656666,122146.0
1656656,55700.0
1656647,55700.0
1656636,121743.0
1656617,55700.0
1656613,121068.0
1656595,119744.0
1656590,121068.0
1656569,122140.0
1656567,122141.0
1656566,122140.0
1656560,122137.0
1656559,122137.0
1656558,122137.0
1656501,94219.0
1656478,122134.0
1656477,122134.0
1656474,122134.0
1656449,122132.0
1656448,122132.0
1656445,122132.0
1656443,122132.0
1656442,122132.0
1656439,122132.0
1656434,122132.0
1656404,122130.0
1656403,122131.0
1656400,122130.0
1656397,122130.0
1656394,122130.0
1656390,122129.0
1656344,95681.0
1656318,91320.0
1656315,91320.0
1656307,121985.0
1656276,122125.0
1656271,122124.0
1656270,122121.0
1656264,122124.0
1656256,122121.0
1656254,122119.0
1656253,122119.0
1656252,122119.0
1656251,122121.0
1656248,122121.0
1656237,122119.0
1656234,122119.0
1656231,122070.0
1656225,122121.0
1656198,122119.0
1656162,122118.0
1656152,122118.0
1656151,122118.0
1656129,122118.0
1656103,122070.0
1656094,122116.0
1656054,122114.0
1656039,122112.0
1656036,122112.0
1656035,122112.0
1656030,122112.0
1655999,122110.0
1655997,122110.0
1655989,122110.0
1655957,120981.0
1655922,121798.0
1655921,122088.0
1655918,122107.0
1655905,55253.0
1655875,122107.0
1655853,122015.0
1655848,122103.0
1655846,122105.0
1655840,122103.0
1655834,122105.0
1655832,122103.0
1655819,121874.0
1655818,121874.0
1655817,122104.0
1655814,122103.0
1655812,55700.0
1655797,122103.0
1655741,122100.0
1655705,122100.0
1655704,111536.0
1655696,111536.0
1655644,122095.0
1655636,122095.0
1655633,122097.0
1655632,122096.0
1655630,122096.0
1655628,122095.0
1655627,122095.0
1655622,122096.0
1655619,122095.0
1655617,122096.0
1655546,83850.0
1655455,96256.0
1655403,122092.0
1655384,93715.0
1655383,93715.0
1655376,122089.0
1655348,77814.0
1655345,77814.0
1655330,117040.0
1655294,117040.0
1655262,77814.0
1655260,122088.0
1655226,85949.0
1655196,122086.0
1655194,84101.0
1655160,85873.0
1655145,95721.0
1655143,122083.0
1655141,99673.0
1655136,16733.0
1655130,122083.0
1655124,3903.0
1655095,122079.0
1655093,122079.0
1655091,122079.0
1655084,122079.0
1655070,122079.0
1655067,122079.0
1655066,122079.0
1655062,122079.0
1655060,92710.0
1655059,122074.0
1655046,122074.0
1655045,122074.0
1655033,122074.0
1655032,122074.0
1655020,95325.0
1655015,100121.0
1655010,92674.0
1654980,17509.0
1654972,122074.0
1654962,122070.0
1654955,122070.0
1654954,96090.0
1654948,108960.0
1654909,92836.0
1654896,111625.0
1654891,122068.0
1654890,122068.0
1654889,122068.0
1654876,122068.0
1654875,94298.0
1654873,15087.0
1654859,95721.0
1654843,122067.0
1654832,92674.0
1654828,95650.0
1654827,95650.0
1654826,95650.0
1654816,28989.0
1654813,91564.0
1654787,92710.0
1654775,17509.0
1654761,83850.0
1654758,122064.0
1654757,122064.0
1654756,122064.0
1654754,122064.0
1654753,122064.0
1654751,122064.0
1654750,122064.0
1654749,122064.0
1654748,94428.0
1654746,122064.0
1654737,84101.0
1654725,79098.0
1654724,92674.0
1654708,121946.0
1654706,121946.0
1654701,121946.0
1654614,1244.0
1654612,1244.0
1654561,122059.0
1654559,122059.0
1654542,114752.0
1654541,114752.0
1654538,114752.0
1654536,114752.0
1654532,121573.0
1654480,121874.0
1654470,122055.0
1654425,75873.0
1654424,75873.0
1654423,75873.0
1654422,75873.0
1654417,75873.0
1654416,75873.0
1654355,115188.0
1654308,122049.0
1654300,122049.0
1654283,111625.0
1654268,122049.0
1654265,122049.0
1654217,121934.0
1654133,122042.0
1654029,121874.0
1654028,121874.0
1653937,120890.0
1653934,120890.0
1653927,122043.0
1653926,53982.0
1653925,122043.0
1653920,122043.0
1653911,53982.0
1653893,53982.0
1653889,53982.0
1653885,53982.0
1653878,53982.0
1653877,53982.0
1653872,122042.0
1653867,122030.0
1653855,122040.0
1653853,122040.0
1653852,122040.0
1653677,122030.0
1653668,122030.0
1653648,121947.0
1653589,56422.0
1653579,122026.0
1653576,122026.0
1653573,66464.0
1653550,64496.0
1653546,119993.0
1653544,64496.0
1653532,122022.0
1653528,122022.0
1653522,122023.0
1653518,122023.0
1653512,122023.0
1653506,121188.0
1653501,122022.0
1653496,122021.0
1653494,122021.0
1653488,122021.0
1653442,75449.0
1653433,122019.0
1653422,115063.0
1653416,115063.0
1653392,122016.0
1653390,122016.0
1653388,122015.0
1653387,122016.0
1653384,103140.0
1653383,122015.0
1653374,122015.0
1653373,122015.0
1653371,122015.0
1653358,122015.0
1653355,122015.0
1653350,121802.0
1653349,122015.0
1653345,103140.0
1653297,8821.0
1653291,21577.0
1653285,122011.0
1653272,121934.0
1653268,121934.0
1653232,95682.0
1653231,95682.0
1653228,112524.0
1653226,21577.0
1653195,121897.0
1653165,121992.0
1653158,121750.0
1653156,121750.0
1653152,121750.0
1653143,121750.0
1653110,121188.0
1653104,121750.0
1653090,121750.0
1653088,122009.0
1653087,107385.0
1653073,122008.0
1653061,9449.0
1653057,9449.0
1653045,121886.0
1653044,121886.0
1653040,122000.0
1653038,121886.0
1653036,122000.0
1653028,9449.0
1653020,122000.0
1653006,121961.0
1652996,53982.0
1652994,53982.0
1652990,53982.0
1652989,121992.0
1652984,121910.0
1652983,53982.0
1652966,95682.0
1652959,95682.0
1652957,95682.0
1652956,95682.0
1652954,121989.0
1652939,56422.0
1652891,121985.0
1652890,121987.0
1652889,121985.0
1652888,121985.0
1652883,121985.0
1652879,121986.0
1652878,121985.0
1652877,121986.0
1652873,121985.0
1652871,121985.0
1652831,118973.0
1652819,96002.0
1652799,118973.0
1652797,118973.0
1652795,121978.0
1652794,118973.0
1652791,118973.0
1652776,96002.0
1652743,115086.0
1652742,121978.0
1652740,121978.0
1652734,121978.0
1652731,116610.0
1652712,111625.0
1652710,119930.0
1652707,121975.0
1652703,121976.0
1652702,121976.0
1652700,121976.0
1652698,121976.0
1652697,121976.0
1652695,121976.0
1652691,121975.0
1652602,111625.0
1652562,121915.0
1652555,115086.0
1652553,115086.0
1652535,117103.0
1652513,121969.0
1652509,85160.0
1652506,85160.0
1652505,85160.0
1652501,85160.0
1652499,121969.0
1652481,121966.0
1652479,121969.0
1652474,85160.0
1652473,121969.0
1652471,121969.0
1652469,85160.0
1652468,121969.0
1652462,121969.0
1652454,121969.0
1652452,85160.0
1652425,121966.0
1652379,121964.0
1652376,121964.0
1652369,121964.0
1652365,121964.0
1652359,121963.0
1652357,121963.0
1652356,121961.0
1652354,121963.0
1652351,121961.0
1652348,121961.0
1652346,121961.0
1652340,121961.0
1652332,113771.0
1652316,121874.0
1652314,121874.0
1652283,121934.0
1652280,53982.0
1652279,53982.0
1652277,53982.0
1652274,53982.0
1652273,53982.0
1652270,15847.0
1652269,53982.0
1652267,53982.0
1652257,121954.0
1652249,121955.0
1652243,121955.0
1652241,121955.0
1652222,121954.0
1652213,83398.0
1652197,92000.0
1652195,92000.0
1652182,121936.0
1652147,95681.0
1652141,111625.0
1652128,121940.0
1652086,111625.0
1652080,121936.0
1652077,121936.0
1652066,84310.0
1652064,84310.0
1652062,84310.0
1652058,84310.0
1652056,121936.0
1652033,121934.0
1652031,121934.0
1652026,121934.0
1652022,120252.0
